Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
49.,Scrub Killa,Kyle Robertson,U.K. of Great Britain and Northern Ireland,"$40,916.66","$296,148.32",13.82%,"$296,148.32",13.82%
50.,Fever,Lachlan Aitchison,Australia,"$37,587.88","$99,893.19",37.63%,"$99,893.19",37.63%
51.,LionBlaze,Hunter Woitas,United States of America,"$37,284.84","$103,447.34",36.04%,"$103,447.34",36.04%
52.,Sad,Roberto de Souza,Brazil,"$37,033.33","$79,557.78",46.55%,"$79,557.78",46.55%
53.,nxghtt,Olímpio Torres,Brazil,"$37,033.33","$75,390.24",49.12%,"$75,390.24",49.12%
54.,Kiileerrz,Yazid Bakhashwin,Saudi Arabia,"$36,187.60","$215,708.85",16.78%,"$215,708.85",16.78%
55.,eekso,Dylan Pickering,U.K. of Great Britain and Northern Ireland,"$36,178.03","$125,470.85",28.83%,"$125,470.85",28.83%
56.,Kamii,Cameron Ingram,New Zealand,"$34,307.45","$146,112.49",23.48%,"$146,112.49",23.48%
57.,parka,Jovan Richet,France,"$33,581.99","$40,581.43",82.75%,"$40,581.43",82.75%
58.,Forece,Léo Boulon,France,"$33,581.99","$38,510.07",87.20%,"$38,510.07",87.20%
59.,Atow,Tristan Soyez,Belgium,"$33,358.12","$196,053.53",17.01%,"$196,053.53",17.01%
60.,B2seL,Basel Hisham,Saudi Arabia,"$33,221.96","$45,650.67",72.77%,"$45,650.67",72.77%
61.,kv1,Danilo Michelini,Brazil,"$32,500.00","$66,670.00",48.75%,"$66,670.00",48.75%
62.,Oski,Oskar Gozdowski,Poland,"$32,286.36","$169,107.06",19.09%,"$169,107.06",19.09%
63.,AcroniK,Bruno Lopes,Portugal,"$31,975.00","$169,407.39",18.87%,"$169,407.39",18.87%
64.,hockE,Stephen Hoelbinger,United States of America,"$31,766.67","$68,888.87",46.11%,"$68,888.87",46.11%
65.,Buddy,Alexander Che,United States of America,"$31,750.00","$73,883.78",42.97%,"$73,883.78",42.97%
66.,AztromicK,Luis Felipe,Brazil,"$30,400.00","$82,655.00",36.78%,"$82,655.00",36.78%
67.,AtomiK,Sergio Cortés,Spain,"$29,382.92","$110,847.77",26.51%,"$110,847.77",26.51%
68.,Tox,Damian Schaefer,Germany,"$29,214.81","$97,020.02",30.11%,"$97,020.02",30.11%
69.,Superlachie,Lachlan Gordon,Australia,"$29,182.44","$66,165.65",44.11%,"$66,165.65",44.11%
70.,bananahead,Jon Anastasakis,Australia,"$29,162.19","$73,390.31",39.74%,"$73,390.31",39.74%
71.,Scrub,Ethan Klumpp,Australia,"$29,162.19","$65,248.39",44.69%,"$65,248.39",44.69%
72.,Lostt,Gabriel Buzon,Brazil,"$27,400.00","$102,308.34",26.78%,"$102,308.34",26.78%
73.,Kassio,Andy Landais,France,"$27,281.46","$163,713.57",16.66%,"$163,713.57",16.66%
74.,CJCJ,Cameron Johns,Australia,"$27,137.16","$91,941.72",29.52%,"$91,941.72",29.52%
75.,Oaly,Ole van Doorn,Netherlands,"$27,131.95","$59,550.35",45.56%,"$59,550.35",45.56%
76.,Lj,Logan Wilt,United States of America,"$26,191.67","$110,401.48",23.72%,"$110,401.48",23.72%
77.,Chausette45,Thibault Grzesiak,France,"$26,181.46","$205,693.23",12.73%,"$205,693.23",12.73%
78.,Torsos,Daniel Parsons,Australia,"$23,480.24","$199,726.69",11.76%,"$199,726.69",11.76%
79.,Amphis,Luke Riddell,Australia,"$23,480.24","$131,445.91",17.86%,"$131,445.91",17.86%
80.,Marc_by_8,Marc Domingo,Spain,"$23,166.67","$238,546.37",9.71%,"$238,546.37",9.71%
81.,Snowyy,Gareth Spiers,South Africa,"$22,911.39","$58,591.50",39.10%,"$58,591.50",39.10%
82.,Darth,Ethan Deysel,South Africa,"$22,911.39","$51,191.50",44.76%,"$51,191.50",44.76%
83.,dreaz,Andres Jordan,United States of America,"$22,666.67","$89,990.83",25.19%,"$89,990.83",25.19%
84.,Kash,Kurtis Cannon,U.K. of Great Britain and Northern Ireland,"$21,935.22","$76,897.25",28.53%,"$76,897.25",28.53%
85.,Gyro.,Jirair Papazian,United States of America,"$21,250.00","$142,601.98",14.90%,"$142,601.98",14.90%
86.,Maxeew,Max Ng,Ireland,"$19,566.67","$53,242.48",36.75%,"$53,242.48",36.75%
87.,LCT,Louis Thamrun,Indonesia,"$19,566.67","$48,785.32",40.11%,"$48,785.32",40.11%
88.,Taroco,Alexandre Reis Pedrogam,Canada,"$19,191.81","$97,813.97",19.62%,"$97,813.97",19.62%
89.,math,Matheus Gonçalves,Brazil,"$18,933.33","$42,208.87",44.86%,"$42,208.87",44.86%
90.,ivn.,Ivan Sabri,Austria,"$18,841.15","$55,885.54",33.71%,"$55,885.54",33.71%
91.,Catalysm,Leonardo Christ Ramos,Germany,"$18,761.70","$66,470.26",28.23%,"$66,470.26",28.23%
92.,Toastie,Eli Nichols,United States of America,"$18,716.67","$40,433.72",46.29%,"$40,433.72",46.29%
93.,SkillSteal,Niel-Robèrt Burger,South Africa,"$18,652.00","$30,390.60",61.37%,"$30,390.60",61.37%
94.,Bemmz,Bernardo Siqueira,Brazil,"$18,600.00","$46,900.00",39.66%,"$46,900.00",39.66%
95.,Zineel,Kadin Zineelabidine,United States of America,"$18,160.83","$39,860.42",45.56%,"$39,860.42",45.56%
96.,ReaLize,Shogo Ikeyama,Japan,"$18,100.00","$62,099.72",29.15%,"$62,099.72",29.15%
97.,Rizex45,Riccardo Mazzotta,Germany,"$18,082.92","$57,727.31",31.32%,"$57,727.31",31.32%
98.,Drufinho,Arthur Langsch Miguel,Brazil,"$17,200.00","$69,956.57",24.59%,"$69,956.57",24.59%
99.,Allushin,Braxton Lagarec,Canada,"$16,750.00","$128,051.30",13.08%,"$128,051.30",13.08%
100.,2Die4,David Morgenrood,South Africa,"$16,698.49","$48,399.53",34.50%,"$48,399.53",34.50%
