Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
21.,Zen,Alexis Bernier,France,"$16,000.00","$333,295.33",4.80%,"$333,295.33",4.80%
22.,M0nkey M00n,Evan Rogez,France,"$12,000.00","$709,445.65",1.69%,"$709,445.65",1.69%
23.,ExoTiiK,Brice Bigeard,France,"$12,000.00","$249,693.24",4.81%,"$249,693.24",4.81%
24.,dralii,- -,Morocco,"$12,000.00","$24,743.80",48.50%,"$24,743.80",48.50%
25.,Torsos,Daniel Parsons,Australia,"$11,900.00","$199,726.69",5.96%,"$199,726.69",5.96%
26.,Fever,Lachlan Aitchison,Australia,"$11,900.00","$99,893.19",11.91%,"$99,893.19",11.91%
27.,bananahead,Jon Anastasakis,Australia,"$11,900.00","$73,390.31",16.21%,"$73,390.31",16.21%
28.,Retals,Slater Thomas,United States of America,"$9,533.33","$295,711.23",3.22%,"$295,711.23",3.22%
29.,MaJicBear,Christopher Acevedo,United States of America,"$9,533.33","$80,153.98",11.89%,"$80,153.98",11.89%
30.,Cheese,Carlos Aguado,United States of America,"$9,533.33","$35,176.67",27.10%,"$35,176.67",27.10%
31.,crr,Cristian Fernandez,Spain,"$9,300.00","$192,929.99",4.82%,"$192,929.99",4.82%
32.,Reysbull,Victor Duran Parra,Chile,"$9,300.00","$177,976.64",5.23%,"$177,976.64",5.23%
33.,Ahmad,Ahmad Abdullah,Saudi Arabia,"$9,200.00","$332,991.39",2.76%,"$332,991.39",2.76%
34.,DORITO,Ivan Jiménez,Spain,"$8,300.00","$148,968.14",5.57%,"$148,968.14",5.57%
35.,oKhaliD,Khalid Quasim,Saudi Arabia,"$7,800.00","$250,913.74",3.11%,"$250,913.74",3.11%
36.,Nwpo,Hisham Alqadi,Saudi Arabia,"$7,800.00","$107,727.13",7.24%,"$107,727.13",7.24%
37.,JKnaps,Jacob Knapman,Canada,"$7,766.67","$569,520.94",1.36%,"$569,520.94",1.36%
38.,comm,Robert Kyser,United States of America,"$7,766.67","$317,991.33",2.44%,"$317,991.33",2.44%
39.,noly,Joseph Kidd,U.K. of Great Britain and Northern Ireland,"$7,766.67","$301,913.96",2.57%,"$301,913.96",2.57%
40.,Chicago,Reed Wilen,United States of America,"$7,166.67","$539,830.38",1.33%,"$539,890.38",1.33%
41.,hockser,Colby James,United States of America,"$7,166.67","$117,332.86",6.11%,"$117,332.86",6.11%
42.,Lj,Logan Wilt,United States of America,"$7,166.67","$110,401.48",6.49%,"$110,401.48",6.49%
43.,Kevin,Kevin Ameye,Thailand,"$7,100.00","$19,816.67",35.83%,"$19,816.67",35.83%
44.,Sphinx,- -,Malaysia,"$7,100.00","$7,100.00",100.00%,"$7,100.00",100.00%
45.,Snowyy,Gareth Spiers,South Africa,"$7,000.00","$58,591.50",11.95%,"$58,591.50",11.95%
46.,2Die4,David Morgenrood,South Africa,"$7,000.00","$48,399.53",14.46%,"$48,399.53",14.46%
47.,Sweaty,Joshua Kleynhans,South Africa,"$7,000.00","$18,382.33",38.08%,"$18,382.33",38.08%
48.,Arsenal,Tshaka Taylor,United States of America,"$6,033.33","$331,604.62",1.82%,"$331,604.62",1.82%
49.,Evoh,Jordan Manley,United States of America,"$6,033.33","$33,585.56",17.96%,"$33,585.56",17.96%
50.,Amphis,Luke Riddell,Australia,"$5,800.00","$131,445.91",4.41%,"$131,445.91",4.41%
51.,Scrub,Ethan Klumpp,Australia,"$5,800.00","$65,248.39",8.89%,"$65,248.39",8.89%
52.,Fibérr,Ezequiel Aranda-Lovito,Australia,"$5,800.00","$57,635.03",10.06%,"$57,635.03",10.06%
53.,Gyro.,Jirair Papazian,United States of America,"$5,733.33","$142,601.98",4.02%,"$142,601.98",4.02%
54.,Wahvey,Dylan Thanus,United States of America,"$5,666.67","$18,846.77",30.07%,"$18,846.77",30.07%
55.,LCT,Louis Thamrun,Indonesia,"$5,500.00","$48,785.32",11.27%,"$48,785.32",11.27%
56.,diaz,João Henrique,Brazil,"$5,000.00","$10,316.67",48.47%,"$10,316.67",48.47%
57.,AztromicK,Luis Felipe,Brazil,"$4,866.67","$82,655.00",5.89%,"$82,655.00",5.89%
58.,nxghtt,Olímpio Torres,Brazil,"$4,866.67","$75,390.24",6.46%,"$75,390.24",6.46%
59.,swiftt,- -,Brazil,"$4,866.67","$5,450.01",89.30%,"$5,450.01",89.30%
60.,hockE,Stephen Hoelbinger,United States of America,"$4,605.74","$68,888.87",6.69%,"$68,888.87",6.69%
61.,AYYJAYY,Austin Aebi,United States of America,"$4,600.00","$348,999.28",1.32%,"$349,059.28",1.32%
62.,jstn.,Justin Morales,United States of America,"$4,466.67","$492,946.97",0.91%,"$493,086.97",0.91%
63.,2Piece,Jayden Horton,United States of America,"$4,466.67","$38,099.59",11.72%,"$38,169.59",11.70%
64.,Paarth,William Crews,United States of America,"$4,466.67","$35,891.90",12.44%,"$35,891.90",12.44%
65.,nass,Nassim Bali,Morocco,"$4,450.00","$27,231.95",16.34%,"$27,231.95",16.34%
66.,M7sN,Abdulmohsen Al-Khamis,Saudi Arabia,"$4,350.00","$227,173.61",1.91%,"$227,523.61",1.91%
67.,Smw,Osama Al-Humaidan,Saudi Arabia,"$4,350.00","$56,761.71",7.66%,"$56,761.71",7.66%
68.,Stizzy,Gaspar Andres,Spain,"$4,300.00","$17,080.68",25.17%,"$17,080.68",25.17%
69.,creamz,Gwil Muir,U.K. of Great Britain and Northern Ireland,"$4,166.67","$12,549.62",33.20%,"$12,549.62",33.20%
70.,Joreuz,Joris Robben,Netherlands,"$4,000.00","$191,419.37",2.09%,"$191,419.37",2.09%
71.,AtomiK,Sergio Cortés,Spain,"$4,000.00","$110,847.77",3.61%,"$110,847.77",3.61%
72.,Tox,Damian Schaefer,Germany,"$4,000.00","$97,020.02",4.12%,"$97,020.02",4.12%
73.,virtuoso,Nelson Lasko,Ireland,"$4,000.00","$75,784.66",5.28%,"$75,784.66",5.28%
74.,Maxeew,Max Ng,Ireland,"$4,000.00","$53,242.48",7.51%,"$53,242.48",7.51%
75.,Andy,Andrew Nolan,United States of America,"$3,966.67","$41,758.80",9.50%,"$41,758.80",9.50%
76.,Fiv3Up,Logan S.,United States of America,"$3,966.67","$4,300.00",92.25%,"$4,300.00",92.25%
77.,kv1,Danilo Michelini,Brazil,"$3,800.00","$66,670.00",5.70%,"$66,670.00",5.70%
78.,brad,Pedro Lima,Brazil,"$3,800.00","$47,423.65",8.01%,"$47,423.65",8.01%
79.,Motta,João Motta,Brazil,"$3,800.00","$29,350.01",12.95%,"$29,350.01",12.95%
80.,LionBlaze,Hunter Woitas,United States of America,"$3,772.40","$103,447.34",3.65%,"$103,447.34",3.65%
81.,Zineel,Kadin Zineelabidine,United States of America,"$3,772.40","$39,860.42",9.46%,"$39,860.42",9.46%
82.,archie,Archie Pickthall,U.K. of Great Britain and Northern Ireland,"$3,700.00","$188,767.30",1.96%,"$188,767.30",1.96%
83.,Oski,Oskar Gozdowski,Poland,"$3,700.00","$169,107.06",2.19%,"$169,107.06",2.19%
84.,eekso,Dylan Pickering,U.K. of Great Britain and Northern Ireland,"$3,700.00","$125,470.85",2.95%,"$125,470.85",2.95%
85.,Superlachie,Lachlan Gordon,Australia,"$3,600.00","$66,165.65",5.44%,"$66,165.65",5.44%
86.,hntr,Hunter Tomeski,Australia,"$3,600.00","$26,284.21",13.70%,"$26,284.21",13.70%
87.,gus,Angus Hall,Australia,"$3,600.00","$14,590.50",24.67%,"$14,590.50",24.67%
88.,frosty,Kenneth Walz,United States of America,"$3,600.00","$4,600.00",78.26%,"$4,600.00",78.26%
89.,Scrzbbles,Zachary Stone,United States of America,"$3,600.00","$3,700.00",97.30%,"$3,700.00",97.30%
90.,reveal,Jack LeDuc,United States of America,"$3,600.00","$3,600.00",100.00%,"$3,600.00",100.00%
91.,percy.,Oliver Ortiz,United States of America,"$3,333.33","$36,175.65",9.21%,"$36,175.65",9.21%
92.,Joyo,Joe Young,U.K. of Great Britain and Northern Ireland,"$3,300.00","$201,684.72",1.64%,"$201,684.72",1.64%
93.,Oaly,Ole van Doorn,Netherlands,"$3,300.00","$59,550.35",5.54%,"$59,550.35",5.54%
94.,rehzzy,Kieran Hogan,U.K. of Great Britain and Northern Ireland,"$3,300.00","$17,929.62",18.41%,"$17,929.62",18.41%
95.,aris,Daniel S.,United States of America,"$3,300.00","$11,783.04",28.01%,"$11,783.04",28.01%
96.,ReaLize,Shogo Ikeyama,Japan,"$3,200.00","$62,099.72",5.15%,"$62,099.72",5.15%
97.,Venom,Yahya Alghamdi,Saudi Arabia,"$3,200.00","$47,738.99",6.70%,"$47,738.99",6.70%
98.,B2seL,Basel Hisham,Saudi Arabia,"$3,200.00","$45,650.67",7.01%,"$45,650.67",7.01%
99.,nadr,Nadr Alqahtani,Saudi Arabia,"$3,200.00","$22,018.84",14.53%,"$22,018.84",14.53%
100.,Suspect,Mohammed Hamad,Saudi Arabia,"$3,200.00","$21,597.22",14.82%,"$21,597.22",14.82%
